Player_ID,Name,DOB,Salary,Goals,Club_Name
5806,Stefan Bajcetic,2004-10-22,,2,Liverpool
5807,Lorenzo Prso,2001-01-18,,0,Nice
5808,Ezechiel Banzuzi,2005-02-16,,0,RB Leipzig
5809,David Ozoh,2005-05-06,,0,Crystal Palace
5810,Lucas Bergvall,2006-02-02,,1,Tottenham
5811,Tommaso Rubino,2006-11-10,,0,Fiorentina
5812,Seydou Fini,2006-06-02,,0,Genoa
5813,Cole Campbell,2006-02-20,,0,Hoffenheim
5814,Luke Gauer,2005-05-28,,0,Ein Frankfurt
5815,Henry Cartwright,2004-12-11,,0,Leicester
5816,Tyler Dibling,2006-02-17,,2,Everton
5817,Tom Negrel,2003-04-13,,0,Auxerre
5818,Alessandro Circati,2003-10-10,,1,Parma
5819,Unai Ayala,2004-02-22,,0,Eibar
5820,Larsson Coulibaly,2003-04-17,,0,Lazio
5821,José de León,2004-03-02,,0,Alaves
5822,Jack Hinshelwood,2005-04-11,,9,Brighton
5823,Josh Duffus,2004-12-15,,0,Brighton
5824,Kobei Moore,2004-11-30,,0,Aston Villa
5825,Tom Wilson-Brown,2004-10-05,,0,Leicester
5826,Will Alves,2005-05-04,,0,Leicester
5827,Adson,2000-10-06,,0,Nantes
5828,Richard Olise,2004-09-09,,0,Chelsea
5829,Omar Sadik,2004-03-22,,0,Espanol
5830,Bradley Ibrahim,2004-10-21,,0,Arsenal
5831,Lucas Beraldo,2003-11-24,,3,Paris SG
5832,Tadeo Allende,1999-02-20,,1,Celta
5833,Oliver Arblaster,2004-01-08,,0,Sheffield United
5834,Mason Burstow,2003-08-04,,0,Chelsea
5835,Ryan Trevitt,2003-03-12,,0,Brentford
5836,Travis Patterson,2005-10-06,,0,Aston Villa
5837,Ernestas Lysionok,2007-03-09,,0,Genoa
5838,Seán Grehan,2004-01-08,,0,Crystal Palace
5839,Arthur Chaves,2001-01-29,,2,Augsburg
5840,Semih Kılıçsoy,2005-08-15,,4,Cagliari
5841,Brice Negouai,2002-02-17,,0,Marseille
5842,Josh Feeney,2005-05-06,,0,Aston Villa
5843,Yanis Guermouche,2001-04-15,,0,Montpellier
5844,Matteo Prati,2003-12-28,,1,Torino
5845,Simone Pafundi,2006-03-14,,0,Udinese
5846,Habib Diarra,2004-01-03,,12,
5847,Rosen Bozhinov,2005-01-23,,0,
5848,Moussa Mané,2003-11-19,,0,Napoli
5849,Amario Cozier-Duberry,2005-05-29,,0,Brighton
5850,Josh Robinson,2004-12-20,,0,Arsenal
5851,Reuell Walters,2004-12-16,,0,Arsenal
5852,Adler Nascimento,2004-11-25,,0,Crystal Palace
5853,Will Lankshear,2005-04-20,,0,Tottenham
5854,Marco Dalla Vecchia,2005-02-13,,0,Torino
5855,Trivante Stewart,2000-03-22,,0,Salernitana
5856,Nabil Ouennas,2003-07-12,,0,St Etienne
5857,Mateus Fernandes,2004-07-10,,5,West Ham
5858,Moïse Sahi Dion,2001-12-20,,4,Strasbourg
5859,Aylan Benyahia-Tani,2005-07-19,,0,Marseille
5860,Adam Daghim,2005-09-28,,2,Wolfsburg
5861,David Ankeye,2002-05-22,,0,Genoa
5862,Rio Kyerematen,2005-06-09,,0,Tottenham
5863,Ramón Martínez,2002-10-22,,1,Sevilla
5864,Álvaro Bastida,2004-05-12,,0,Cadiz
5865,Tito Gasperini,2006-03-09,,0,Bologna
5866,Filippo Mane,2005-03-08,,0,Dortmund
5867,Dennis Deloriè,2004-11-06,,0,Spezia
5868,Kevin Bruno,2005-04-26,,0,Sassuolo
5869,Matteo Duțu,2005-11-23,,0,Lazio
5870,Anas Haj Mohamed,2005-03-26,,1,Parma
5871,Kevin Zeroli,2005-01-11,,0,Monza
5872,Charlie Crew,2006-06-15,,0,Leeds
5873,Rafik Messali,2003-04-28,,0,Toulouse
5874,Issiaka Touré,2004-11-07,,0,St Etienne
5875,Jeffinho,1999-12-30,,2,Lyon
5876,Kjell Wätjen,2006-02-16,,0,Dortmund
5877,Robin Lisewski,2006-02-13,,0,Dortmund
5878,Almugera Kabar,2006-06-06,,0,Dortmund
5879,Riyad Idrissi,2005-06-13,,2,Cagliari
5880,Alessandro Vinciguerra,2005-08-18,,0,Cagliari
5881,Nicola Pintus,2005-05-25,,0,Cagliari
5882,Luigi D'Avino,2005-12-08,,0,Napoli
5883,Lorenzo Russo,2005-04-19,,0,Napoli
5884,Hamza Igamane,2002-11-02,,5,Lille
5885,Daniel Theiner,2004-02-25,,0,Sassuolo
5886,Tom Saettel,2005-06-19,,0,Strasbourg
5887,Mohamed Bechikh,2005-07-13,,0,Strasbourg
5888,Cheikh Diamanka,2001-01-20,,0,
5889,Kadan Young,2006-01-19,,0,Aston Villa
5890,Davide Bartesaghi,2005-12-29,,2,Milan
5891,Alejo Veliz,2003-09-19,,2,Espanol
5892,Ethan Wheatley,2006-01-20,,0,Man United
5893,Álvaro Aguirre,2000-02-03,,0,Vallecano
5894,Farès Ghedjemis,2002-09-06,,0,Frosinone
5895,Jordan Robinand,2003-09-16,,0,Strasbourg
5896,Jules Rolland,2001-03-31,,0,Nice
5897,Obed Vargas,2005-08-05,,0,Ath Madrid
5898,Pablo Montero,2002-05-09,,0,Getafe
5899,Dean Huijsen,2005-04-14,,7,Real Madrid
5900,Sebastian Otoa,2004-05-13,,0,Genoa
5901,Fayssal Harchaoui,2006-01-15,,0,FC Koln
5902,Ethan Nwaneri,2007-03-21,,5,Marseille
5903,Myles Lewis-Skelly,2006-09-26,,1,Arsenal
5904,Dimitrios Stamatakis,2003-04-23,,0,Osasuna
5905,Alejandro Asensio,2000-09-14,,0,Vallecano
5906,Diego López,2001-10-21,,0,Getafe
5907,Rachad Fettal,2005-01-16,,0,Almeria
5908,Fran Árbol,2006-06-30,,0,Granada
5909,Nordine Kandil,2001-10-31,,0,Strasbourg
5910,Leonardo Colombo,2005-06-04,,0,Monza
5911,Dawda Camara,2002-11-04,,0,Girona
5912,Antoine Mendy,2004-05-27,,0,Nice
5913,Mike Aidoo,2005-05-30,,0,Inter
5914,Sheriff Kassama,2004-09-16,,0,Monza
5915,Luka Vuskovic,2007-02-24,,5,
5916,Eneko Ortiz,2003-05-26,,0,Alaves
5917,Hugo Sotelo,2003-12-19,,0,Celta
5918,Alex Quevedo,2004-04-28,,0,Mallorca
5919,Alessandro Scacchetti,2005-02-22,,0,Sassuolo
5920,Hugo Álvarez,2003-07-02,,7,Celta
5921,Miguel Román,2002-12-26,,1,Celta
5922,Lovro Zvonarek,2005-05-08,,1,Bayern Munich
5923,Noah El Biache,2005-02-13,,0,Empoli
5924,Erwan Belhadji,2001-06-22,,0,Dijon
5925,Bob Murphy Omoregbe,2003-11-05,,0,Milan
5926,Morré Makadji,2004-03-02,,0,Venezia
5927,Keny Mbala,2004-06-02,,0,Lens
5928,Soumaïla Sylla,2004-03-15,,0,Reims
5929,Hannes Hermann,2005-03-23,,0,
5930,Antonio Nusa,2005-04-17,,5,RB Leipzig
5931,Gaizka García,2005-02-17,,0,Alaves
5932,Joel Roca,2005-06-07,,2,Girona
5933,Dani Pérez,2005-07-26,,0,Betis
5934,Koke Iglesias,2005-03-16,,0,Valladolid
5935,Adrián Pica,2002-04-25,,0,Alaves
5936,Adu Ares,2001-10-12,,0,Ath Bilbao
5937,Lander Pinillos,2003-10-06,,0,Alaves
5938,Marco Palestra,2005-03-03,,1,Cagliari
5939,Benjamin Lade,2006-06-28,,0,Hoffenheim
5940,Samuel John Nwachukwu,2005-11-04,,0,Udinese
5941,Farid Alfa-Ruprecht,2006-03-28,,0,Man City
5942,David Odogu,2006-06-03,,0,Milan
5943,Assan Ouédraogo,2006-05-09,,3,RB Leipzig
5944,Bennit Bröger,2006-07-01,,0,Wolfsburg
5945,Noah Darvich,2006-09-25,,0,Stuttgart
5946,Eric da Silva Moreira,2006-05-03,,0,Nott'm Forest
5947,Lazar Jovanovic,2006-11-30,,0,Stuttgart
5948,Sebastián Boselli,2003-12-04,,0,Getafe
5949,Alessandro Berretta,2006-07-01,,0,Monza
5950,Mamadou Fall,2002-11-21,,0,Villarreal
5951,Christos Alexiou,2005-06-30,,0,Inter
5952,Lorenzo Romani,2005-02-28,,0,Fiorentina
5953,Joselu Friaza,2002-02-15,,0,
5954,Kevin,2003-01-04,,1,Fulham
5955,Alex Murphy,2004-06-25,,0,Newcastle
5956,Neil El Aynaoui,2001-07-02,,9,Roma
5957,Nicolò Postiglione,2005-04-16,,0,Monza
5958,Pasquale Allocca,2005-05-09,,0,Salernitana
5959,Mateusz Kowalski,2005-07-21,,0,Parma
5960,Achraf Laâziri,2003-07-08,,0,Lyon
5961,Marius Broholm,2004-12-26,,1,Lille
5962,Nilson Angulo,2003-06-19,,0,
5963,Ethan Mbappé,2006-12-29,,3,Lille
5964,Senny Mayulu,2006-05-17,,5,Paris SG
5965,Louis Mouton,2002-06-03,,2,Angers
5966,Yannis Nahounou,2004-05-16,,0,Nice
5967,Enzo Garrido,2003-07-26,,0,Nice
5968,Justin Smith,2003-02-04,,0,Espanol
5969,Aiman Dardari,2005-03-21,,0,Greuther Furth
5970,Jorrel Hato,2006-03-07,,0,Chelsea
5971,Noel Aseko,2005-11-22,,0,Bayern Munich
5972,Ibrahim Maza,2005-11-24,,3,Leverkusen
5973,Jonathan Akaegbobi,2006-04-25,,0,Wolfsburg
5974,Mamadou Camara,2002-10-15,,0,Lens
5975,Pablo Durán,2001-05-25,,6,Celta
5976,Ricard Artero,2003-02-05,,0,Girona
5977,Saba Goglichidze,2004-06-25,,0,Watford
5978,Sam Rak-Sakyi,2005-03-27,,0,Chelsea
5979,James Debayo,2005-07-11,,0,Leeds
5980,Daniel Gleiber,2005-02-01,,0,Mainz
5981,George Abbott,2005-08-17,,0,Tottenham
5982,Axel Piesold,2005-03-31,,0,Luton
5983,Luca Raimund,2005-04-09,,0,Stuttgart
5984,Nelson Deossa,2000-02-06,,0,Betis
5985,Melvin Rémy,2003-07-19,,0,Venezia
5986,Pablo Marín,2003-07-03,,1,Sociedad
5987,Oriol Comas,2003-08-26,,0,Girona
5988,Nabil Aberdin,2002-08-23,,0,Getafe
5989,Cristian Shpendi,2003-05-19,,0,
5990,Matthew Whittingham,2004-10-21,,0,Wolves
5991,Tim Schleinitz,2005-06-10,,0,Union Berlin
5992,Federico Redondo,2003-01-18,,0,
5993,Jannik Robatsch,2004-12-28,,0,St Pauli
5994,Giacomo Corona,2004-02-24,,0,Empoli
5995,Thérence Koudou,2004-12-13,,0,Reims
5996,Wilson Samaké,2004-03-30,,0,Rennes
5997,Fábio Baldé,2005-07-20,,0,
5998,Omar Megeed,2005-08-19,,0,
5999,Mamadou Sarr,2005-08-29,,0,Chelsea
6000,Alessandro Romano,2006-06-17,,0,Roma
6001,Mohamed Kaba,2001-10-27,,0,Nantes
6002,Tyler Fredricson,2005-02-23,,0,Man United
6003,Malcom Musquet,2002-04-15,,0,Lens
6004,Sverre Nypan,2006-12-19,,0,Man City
6005,Jun-ho Bae,2003-08-21,,0,
6006,Lucas Cepeda,2002-10-31,,0,
6007,Tim Müller,2004-09-23,,0,Mainz
6008,Florian Dimmer,2005-01-15,,0,M'gladbach
6009,Simon Walde,2005-01-04,,0,M'gladbach
6010,Baptiste Boit,2001-11-17,,0,Clermont
6011,Guillaume Restes,2005-03-11,,0,Toulouse
6012,Noel Atom,2005-01-05,,0,Brighton
6013,Natanaël Bouekou,2002-05-10,,0,Auxerre
6014,Idjessi Metsoko,2002-03-14,,0,Auxerre
6015,Raphaël Lipinski,2002-07-30,,0,Auxerre
6016,Tim Köhler,2005-05-02,,0,RB Leipzig
6017,Estanis Pedrola,2003-08-24,,0,Bologna
6018,Mattéo Loubatières,2003-09-15,,0,Montpellier
6019,Redouane Halhal,2003-03-05,,0,Montpellier
6020,Téo Allix,2004-07-05,,0,Montpellier
6021,Marius Ros,2001-11-15,,0,Montpellier
6022,Yadam Santana,2002-03-14,,0,Las Palmas
6023,Désiré Doué,2005-06-03,,17,Paris SG
6024,Matteo Brezzo,2005-06-13,,0,Torino
6025,Muhammad Dahaba,2005-03-07,,0,St Pauli
6026,Henrik Meister,2003-11-13,,3,
6027,Ronny Seibt,2005-07-10,,0,St Pauli
6028,Yanis Massolin,2002-09-20,,0,Clermont
6029,Isra Domínguez,2003-05-07,,0,Sevilla
6030,Edoardo Motta,2005-01-13,,0,Lazio
6031,Alberto Chiesurin,2005-01-23,,0,Venezia
6032,Massamba N'Diaye,2001-10-08,,0,Clermont
6033,Shavy Babicka,2000-06-01,,5,Toulouse
6034,Asaf Arania,2005-10-19,,0,Darmstadt
6035,Fabio Torsiello,2005-02-02,,0,Darmstadt
6036,Yuriy Obert,2005-09-30,,0,Ein Frankfurt
6037,Rudy Kohon,2004-05-23,,0,Betis
6038,Derek Mazou-Sacko,2004-10-06,,0,Troyes
6039,Tanguy Zoukrou,2003-05-07,,0,Troyes
6040,Antoine Hainaut,2002-02-18,,2,Parma
6041,Rémy Labeau Lascary,2003-03-03,,6,Brest
6042,Tom Pouilly,2003-06-18,,0,Lens
6043,Gino Caoki,2004-07-17,,0,Lorient
6044,Yoann Cissé,2004-12-13,,0,Auxerre
6045,Aurélien Pelon,2004-05-06,,0,Lorient
6046,Cheick Doumbia,2004-10-18,,0,Le Havre
6047,Paris Brunner,2006-02-15,,0,Monaco
6048,Davide Renzetti,2006-06-09,,0,Lazio
6049,Lamine Camara,2004-01-01,,3,Monaco
6050,True Grant,2005-11-02,,0,Man City
6051,Jeanuël Belocian,2005-02-17,,0,Wolfsburg
6052,Joseph Nduquidi,2004-10-25,,0,Metz
6053,Théo Borne,2002-07-15,,0,Clermont
6054,Matteo Pérez Vinlöf,2005-12-18,,0,Bayern Munich
6055,Tochukwu Nnadi,2003-06-30,,0,Marseille
6056,Vincent Burlet,2005-09-23,,0,Lille
6057,Tay Abed,2004-08-03,,0,Levante
6058,Adam Kölle,2006-04-28,,1,Heidenheim
6059,Joe Gardner,2005-06-06,,0,Nott'm Forest
6060,Detlef Esapa Osong,2004-09-21,,0,Nott'm Forest
6061,Ismaël Koné,2002-06-16,,7,Sassuolo
6062,Charlie Tasker,2006-02-24,,0,Brighton
6063,Charlie Robinson,2004-09-19,,0,Fulham
6064,Marko Mladenovic,2005-01-30,,0,Ein Frankfurt
6065,Lewis Koumas,2005-09-19,,0,
6066,Somto Boniface,2006-03-11,,0,Ipswich
6067,Oliver Scarles,2005-12-12,,0,West Ham
6068,Giovani Versini,2004-03-18,,0,Clermont
6069,Archie Gray,2006-03-12,,2,Tottenham
6070,Martin Sherif,2006-06-10,,0,Everton
6071,Ishé Samuels-Smith,2006-06-05,,0,Chelsea
6072,Lewis Miley,2006-05-01,,3,Newcastle
6073,Anders Børset,2006-02-22,,0,Wolfsburg
6074,Max Moerstedt,2006-01-15,,2,Hoffenheim
6075,Tim Philipp,2005-12-21,,0,Hoffenheim
6076,Lars Strobl,2005-04-15,,0,Hoffenheim
6077,Ylies Aradj,2005-06-05,,0,Toulouse
6078,Valentin Atangana,2005-08-25,,1,Reims
6079,Leny Yoro,2005-11-13,,2,Man United
6080,Nathan Zézé,2005-06-18,,0,Nantes
6081,Alexis Kabamba,2005-10-15,,0,Marseille
6082,Steve Ngoura,2005-02-22,,0,Le Havre
6083,Antal Yaakobishvili,2004-07-12,,0,Girona
6084,Noahkai Banks,2006-12-01,,1,Augsburg
6085,Finn Jeltsch,2006-07-17,,0,Stuttgart
6086,Christopher Negele,2005-04-11,,0,Heidenheim
6087,Issa Doumbia,2003-10-16,,0,Venezia
6088,Álvaro Cortés,2005-03-17,,0,Barcelona
6089,Axel Camblan,2003-08-30,,0,Brest
6090,Lennon Miller,2006-08-25,,0,Udinese
6091,Ben Perry,2004-12-01,,0,Nott'm Forest
6092,Axel Guessand,2004-11-06,,0,Udinese
6093,Francesco Coppola,2005-04-11,,0,
6094,Augusto Owusu,2005-01-28,,0,Juventus
6095,Lorenzo Anghelè,2005-02-26,,0,Juventus
6096,Omari Kellyman,2005-09-15,,0,Chelsea
6097,Samuel Koeberlé,2004-11-26,,0,Reims
6098,Tiago Pereira Cardoso,2006-04-07,,0,M'gladbach
6099,Arthur Vermeeren,2005-02-07,,0,Marseille
6100,Chuki,2004-04-29,,2,Valladolid
6101,Johaneko Louis-Jean,2004-06-28,,0,
6102,Adrián Niño,2004-06-19,,0,Ath Madrid
6103,Diego Piñeiro,2004-02-13,,0,Real Madrid
6104,Patrick Dorgu,2004-10-26,,5,Man United
6105,Lucas Høgsberg,2006-06-23,,0,Strasbourg
6106,Johan Manzambi,2005-10-14,,5,Freiburg
6107,Ruben Londja,2006-06-10,,0,Le Havre
6108,Lucas Pires,2001-03-24,,1,Burnley
6109,William Feola,2006-01-04,,0,Como
6110,Velizar-Iliya Iliev,2005-07-20,,0,Cagliari
6111,Gerardo Fusco,2005-05-18,,0,Salernitana
6112,Ibrahim Salah,2001-08-30,,5,Brest
6113,Roberto Arroyo,2003-08-25,,0,Valladolid
6114,Alexis Mirbach,2005-03-04,,0,Nantes
6115,Zanos Savva,2005-11-26,,1,Torino
6116,Danel Dongmo,2001-01-31,,0,Troyes
6117,Marco Nazzaro,2005-06-11,,0,Lazio
6118,Matteo Zazza,2005-07-08,,0,Lazio
6119,Leonardo Di Tommaso,2005-02-13,,0,Lazio
6120,Rafa Fernández,2004-05-02,,0,Osasuna
6121,Matteo Plaia,2006-03-29,,0,Roma
6122,Rahim Alhassane,2002-01-01,,0,
6123,Ken Izekor,2007-05-24,,0,Leverkusen
6124,Francis Onyeka,2007-04-29,,0,Leverkusen
6125,Hugo Rölleke,2005-05-06,,0,Bochum
6126,Lennart Koerdt,2005-01-07,,0,Bochum
6127,Nando Almodóvar,2003-11-03,,0,Cadiz
6128,Antonio Gomis,2003-05-20,,0,Ath Madrid
6129,Giacomo De Pieri,2006-12-29,,0,Inter
6130,Matteo Spinaccè,2006-07-13,,0,Inter
6131,Thomas Berenbruch,2005-05-31,,0,Inter
6132,Pio Esposito,2005-06-28,,5,Inter
6133,Yannick Eduardo,2006-01-23,,0,Hoffenheim
6134,Djaoui Cissé,2004-01-31,,1,Rennes
6135,Gabriel Tutu,2004-01-29,,0,Rennes
6136,Stiven Shpendi,2003-05-19,,0,Empoli
6137,Hugo Larsson,2004-06-27,,6,Ein Frankfurt
6138,Sascha Britschgi,2006-08-27,,0,Parma
6139,Diego Méndez,2003-08-29,,0,Vallecano
6140,Álex Gil,2003-02-05,,0,Leganes
6141,Leonardo Baroncelli,2005-08-13,,0,Fiorentina
6142,Jonas Harder,2005-09-30,,0,Fiorentina
6143,Zach Abbott,2006-05-13,,0,Nott'm Forest
6144,Krisztián Lisztes,2005-05-06,,0,Ein Frankfurt
6145,Tincho Conde,2003-03-25,,0,Celta
6146,Samuel Amo-Ameyaw,2006-07-18,,3,Strasbourg
6147,Ángel Ortiz,2004-07-25,,0,Betis
6148,Amine Messoussa,2004-10-12,,0,Lille
6149,Tommaso Martinelli,2006-01-06,,0,Fiorentina
6150,Pablo Rivera,2004-01-11,,0,Sevilla
6151,Maxim Dal,2006-01-26,,0,Mainz
6152,Pietro Candelari,2005-01-21,,0,Spezia
6153,Lysandros Papastylianou,2005-11-29,,0,Genoa
6154,Ibrahima Sow,2007-01-26,,0,Sevilla
6155,Federico Chinetti,2005-11-04,,0,Como
6156,Alieu Njie,2005-05-14,,1,Torino
6157,Kelven Frees,2005-02-03,,0,Hoffenheim
6158,Reno Münz,2005-10-02,,0,Leverkusen
6159,Royce Openda,2002-04-21,,0,Lorient
6160,Tommaso Pittino,2005-01-14,,0,Genoa
6161,Riccardo Arboscello,2005-12-10,,0,Genoa
6162,Jeff Ekhator,2006-11-11,,3,Genoa
6163,Manuel Moretta,2006-01-15,,0,Parma
6164,Matteo Makhabe,2003-11-28,,0,Lille
6165,Marvel,2003-01-07,,0,Real Madrid
6166,Gonzalo García,2004-03-24,,4,Real Madrid
6167,Víctor Muñoz,2003-07-13,,5,Osasuna
6168,Aitor Mañas,2003-01-05,,0,Alaves
6169,Raúl Asencio,2003-02-13,,2,Real Madrid
6170,David Jiménez,2004-03-14,,0,Real Madrid
6171,Piri,2003-07-10,,0,Leganes
6172,Alberto Collado,2005-04-16,,0,Sevilla
6173,Sergio Diez,2003-07-28,,0,Ath Madrid
6174,Salim El Jebari,2004-02-05,,0,Ath Madrid
6175,Victor Eletu,2005-04-01,,0,Milan
6176,Rafiu Durosinmi,2003-01-01,,1,
6177,Jacopo Seghetti,2005-02-17,,0,Empoli
6178,Christian Corradi,2005-02-21,,0,Verona
6179,Yu Hirakawa,2001-01-03,,0,
6180,Giacomo Stabile,2005-04-12,,0,Inter
6181,João Costa,2005-03-28,,0,Roma
6182,Diego Russo,2005-04-20,,0,Udinese
6183,Federico Mosca,2005-08-08,,0,Udinese
6184,Saad El Haddad,2005-07-24,,0,Venezia
6185,Dominic Vavassori,2005-12-09,,0,Atalanta
6186,Ismaël Konaté,2006-03-29,,0,Empoli
6187,Pietro Tornaghi,2005-11-24,,0,Atalanta
6188,Pietro Comi,2005-06-11,,0,Atalanta
6189,Alberto Manzoni,2005-06-25,,0,Atalanta
6190,Kaiden Wilson,2005-09-02,,0,Chelsea
6191,Michael Golding,2006-05-23,,0,Leicester
6192,Jimmy-Jay Morgan,2006-01-21,,0,Southampton
6193,Tyrique George,2006-02-04,,1,Everton
6194,Dominic Sadi,2003-09-02,,0,Bournemouth
6195,Darius Fălcușan,2006-02-14,,0,Empoli
6196,Madi Monamay,2006-04-06,,0,Leverkusen
6197,Matteo Motta,2005-02-10,,0,Inter
6198,Luca Borghesan,2004-01-05,,0,Cremonese
6199,Pietro Leonardelli,2006-06-25,,0,Fiorentina
6200,Max Schmitt,2006-01-18,,0,Bayern Munich
6201,Harrison Jones,2004-12-25,,0,
6202,Francesco Raffaelli,2005-05-21,,0,Bologna
6203,Thierno Barry,2002-10-21,,17,Everton
6204,Daniel Budesca,2006-05-27,,0,Villarreal
6205,Dani Díaz,2006-06-22,,0,Sociedad
6206,Jesús Fortea,2007-03-26,,0,Real Madrid
6207,Héctor Fort,2006-08-02,,1,
6208,Pau Prim,2006-02-22,,0,Barcelona
6209,Lamine Yamal,2007-07-13,,28,Barcelona
6210,Bassirou N'Diaye,2002-02-15,,0,Lorient
6211,Diego Kochen,2006-03-19,,0,Barcelona
6212,Áron Yaakobishvili,2006-03-06,,0,Barcelona
6213,Adam Aznou,2006-06-02,,0,Everton
6214,Landry Farré,2007-01-07,,0,Barcelona
6215,Alexis Olmedo,2006-01-02,,0,Barcelona
6216,Marc Guiu,2006-01-04,,1,Chelsea
6217,Leonardo Mendicino,2006-06-25,,0,Atalanta
6218,Oier Gastesi,2003-10-30,,0,Ath Bilbao
6219,Mikel Jauregizar,2003-11-13,,4,Ath Bilbao
6220,Junior Bita,2005-06-08,,0,Ath Bilbao
6221,Jayden Danns,2006-01-16,,0,Liverpool
6222,Yoel Lago,2004-03-25,,0,Celta
6223,Álex Primo,2004-07-10,,0,Levante
6224,Max Kinsey,2005-02-02,,0,Bournemouth
6225,Lorenzo Torriani,2005-01-31,,0,Milan
6226,Jean-Mattéo Bahoya,2005-05-07,,5,Ein Frankfurt
6227,Christos Papadopoulos,2004-11-01,,0,Genoa
6228,Pau Ferrer,2003-10-17,,0,Las Palmas
6229,Relja Obric,2006-04-11,,0,Atalanta
6230,Leo Shahar,2007-03-18,,0,Newcastle
6231,Alexéi Rojas,2005-09-28,,0,Arsenal
6232,Jon García,2003-01-28,,0,Osasuna
6233,Robert Ramsak,2006-10-28,,0,RB Leipzig
6234,Mario Dominguez,2004-02-10,,0,Valencia
6235,Martín Tejón,2004-04-12,,0,Valencia
6236,Giorgio De Marzi,2007-04-18,,0,Roma
6237,Bor Zunec,2005-06-30,,0,Udinese
6238,Lapo Siviero,2006-11-23,,0,Torino
6239,Jahmai Simpson-Pusey,2005-11-04,,0,FC Koln
6240,Milan Aleksic,2005-08-30,,0,
6241,Lorenzo Tosto,2006-01-29,,0,Empoli
6242,Cleiton,2003-04-25,,0,Wolfsburg
6243,Mark O'Mahony,2005-01-14,,0,Brighton
6244,Franco Umeh,2005-01-26,,0,Crystal Palace
6245,Jovan Milosevic,2005-07-31,,3,Werder Bremen
6246,Lass Sangaré,2001-11-20,,0,Granada
6247,Trent Kone-Doherty,2006-06-30,,0,Liverpool
6248,Youssoupha Niang,2006-03-25,,0,FC Koln
6249,Mathieu Acapandié,2004-12-14,,0,Nantes
6250,Edhy Zuliani,2004-08-11,,0,Toulouse
6251,Joe Taylor,2002-11-18,,0,Luton
6252,Vasilije Adžić,2006-05-12,,1,Juventus
6253,Ali Youssif,2001-07-09,,0,Nantes
6254,Edvin Bongemba,2004-01-14,,0,Montpellier
6255,Simo Keddari,2005-02-03,,0,Espanol
6256,Rayane Belaid,2005-02-11,,0,Ath Madrid
6257,Sebas Wade,2003-04-09,,0,Mallorca
6258,Dani Requena,2004-02-12,,0,Villarreal
6259,Carlos Ballestero,2004-04-24,,0,Almeria
6260,Hugo Solozábal,2003-02-07,,0,Leganes
6261,Alex Almansa,2003-11-08,,0,Espanol
6262,Adrián Salguero,2003-05-20,,0,Cadiz
6263,El Hadji Dieye,2002-06-06,,0,St Etienne
6264,Kassoum Ouattara,2004-10-14,,1,Monaco
6265,Chris Rigg,2007-06-18,,0,
6266,David López,2003-02-03,,0,Mallorca
6267,Marcos Fernández,2003-07-17,,0,Mallorca
6268,Luis Montiel,2004-01-19,,0,Mallorca
6269,Pau Mascaró,2004-10-20,,0,Mallorca
6270,Francesco Plaia,2006-03-29,,0,Torino
6271,Rubén Montero,2005-08-28,,0,Alaves
6272,Marco de las Sías,2005-12-29,,0,Vallecano
6273,Hugo de Llanos,2005-03-18,,0,Real Madrid
6274,Mario Martín,2004-03-05,,2,Getafe
6275,Álvaro Rodríguez,2004-07-14,,8,
6276,Jacobo Ramón,2005-01-06,,3,Como
6277,Chema Andrés,2005-04-25,,1,Stuttgart
6278,Nico Paz,2004-09-08,,15,Como
6279,Anrie Chase,2004-03-24,,0,Stuttgart
6280,Kein Sato,2001-07-11,,0,Werder Bremen
6281,Pape Demba Diop,2003-09-04,,1,Toulouse
6282,Ro Abajas,2003-05-12,,0,Valencia
6283,Abdoulaye Keita,2002-09-01,,0,Getafe
6284,Stefanos Tzimas,2006-01-06,,1,Brighton
6285,Damián Pizarro,2005-03-28,,0,Udinese
6286,Victor Mayela,2004-04-22,,0,Auxerre
6287,Tommaso Ferrari,2005-04-30,,0,Salernitana
6288,Saël Kumbedi,2005-03-26,,0,Wolfsburg
6289,Noah Fenyő,2006-01-30,,0,Ein Frankfurt
6290,Adame Faïz,2005-06-10,,0,Lille
6291,Afonso Moreira,2005-03-19,,2,Lyon
6292,Andrija Maksimovic,2007-06-05,,0,RB Leipzig
6293,Callum Marshall,2004-11-28,,0,Bochum
6294,Santiago Mouriño,2002-02-13,,1,Villarreal
6295,Jack Moorhouse,2005-11-29,,0,Man United
6296,Rayan Lutin,2003-01-16,,0,
6297,Jamaldeen Jimoh-Aloba,2006-10-02,,0,Aston Villa
6298,Kiano Dyer,2006-11-21,,0,Chelsea
6299,Lorenzo Riccio,2006-07-25,,0,Atalanta
6300,Filippo Carbone,2006-12-29,,0,Genoa
6301,Ernest Nuamah,2003-11-01,,6,Lyon
6302,Kévin Pedro,2006-02-21,,0,St Etienne
6303,Nhoa Sangui,2006-02-27,,0,
6304,Dan Sinaté,2006-06-09,,0,Angers
6305,Saïmon Bouabré,2006-06-01,,0,Monaco
6306,Junior Kroupi,2006-06-23,,5,Bournemouth
6307,Gaël Lafont,2006-06-07,,0,Marseille
6308,Fodé Sylla,2006-04-16,,0,Lens
6309,Mohamed-Amine Bouchenna,2006-06-15,,0,Clermont
